,symbol,date,time,symbol_date,order,weekday,after_3_pm,high_current_or_close_check,nine_days_close_check,if_exceed_previous_high,moving_volume,previous_volume_max,volume_ratio,entry_price,previous_high,open_price,open_ratio,amount,if_larger_20m,close,close_ratio,next_1_day_close,next_1_day_close_ratio,next_2_days_close,next_2_days_close_ratio,next_1_week_close,next_1_week_close_ratio,same_day_high,same_day_high_ratio,if_current_to_open_too_high
485,CLNE,2020/12/18,,CLNE2020/12/18,,5,1,1,1,0,2994161,2071937,1.445102337,5.655,6,4.85,16.59793814,16931980.46,0,,,5.94,5.039787798,8.2,45.00442087,,,,,1
486,HURN,2020/12/18,,HURN2020/12/18,,5,1,1,1,0,78644,55062,1.428280847,57.64,53.76,54.71,5.355510876,4533040.16,0,,,55.88,-3.053435115,56.32,-2.290076336,,,,,0
487,INFN,2020/12/18,,INFN2020/12/18,,5,1,1,1,0,1896490,1309411,1.448353496,11.19,10.65,10.48,6.77480916,21221723.1,1,,,11.035,-1.385165326,11.3,0.983020554,,,,,0
488,NWL,2020/12/18,,NWL2020/12/18,,5,1,1,0,0,1779367,1283900,1.385907781,20.65,22.1199,20.11,2.685231228,36743928.55,1,,,20.68,0.14527845,21.08,2.082324455,,,,,0
489,SCWX,2020/12/18,,SCWX2020/12/18,,5,1,1,1,1,125679,89575,1.403058889,14.25,13.6,13.07,9.028309105,1790925.75,0,,,14.67,2.947368421,14.72,3.298245614,,,,,0
490,TECH,2020/12/18,,TECH2020/12/18,,5,1,1,1,1,109932,72470,1.516931144,320.25,316.87,311,2.974276527,35205723,1,,,321.87,0.505854801,320.56,0.096799375,,,,,0
491,ABMD,2020/12/18,,ABMD2020/12/18,,5,1,1,1,0,190335,107558,1.769603377,293.39,315.35,282.88,3.715356335,55842385.65,1,,,295.81,0.824840656,302.33,3.047138621,,,,,0
492,AFIN,2020/12/18,,AFIN2020/12/18,,5,1,1,1,0,878222,405084,2.167999724,8.15,8.46,7.95,2.51572327,7157509.3,0,,,7.87,-3.435582822,7.6,-6.748466258,,,,,0
493,ALRS,2020/12/18,,ALRS2020/12/18,,5,1,1,1,0,37938,19776,1.918385922,28.75,27.69,27.69,3.828096786,1090717.5,0,,,28.29,-1.6,27.66,-3.791304348,,,,,0
494,ANSS,2020/12/18,,ANSS2020/12/18,,5,1,1,1,0,190291,136054,1.398643186,357.81,357.925,348,2.818965517,68088022.71,1,,,355.95,-0.51982896,362.31,1.257650708,,,,,0
495,AXNX,2020/12/18,,AXNX2020/12/18,,5,1,1,1,0,410983,310460,1.323787283,48.69,54,44.09,10.43320481,20010762.27,1,,,47.7,-2.033271719,48.95,0.533990552,,,,,0
496,COKE,2020/12/18,,COKE2020/12/18,,5,1,1,1,0,11828,7332,1.6132024,272.55,285.94,271.32,0.45333923,3223721.4,0,,,266.6,-2.183085672,264,-3.137039075,,,,,0
497,CDNS,2020/12/18,,CDNS2020/12/18,,5,1,1,1,1,596112,423899,1.40625951,132.02,127.61,127.37,3.650781189,78698706.24,1,,,131.73,-0.219663687,134.37,1.780033328,,,,,0
498,CHCO,2020/12/18,,CHCO2020/12/18,,5,1,1,1,0,42442,24015,1.767312097,70.1,71.38,69.97,0.185793912,2975184.2,0,,,67.73,-3.380884451,67.37,-3.894436519,,,,,0
499,MCBS,2020/12/18,,MCBS2020/12/18,,5,1,1,1,0,63599,45381,1.401445539,14.8,14.99,14.3,3.496503497,941265.2,0,,,14.38,-2.837837838,14.03,-5.202702703,,,,,0
500,MGRC,2020/12/18,,MGRC2020/12/18,,5,1,1,1,0,116446,46851,2.485453886,65.7,69.515,64.15,2.416212003,7650502.2,0,,,62.07,-5.525114155,61.93,-5.738203957,,,,,0
501,AJRD,2020/12/21,,AJRD2020/12/21,0,1,0,None,1,0,1435290,841746,1.705134328,50.875,44.89,53.03,-4.063737507,73020378.75,1,52.77,3.724815725,52.8,3.783783784,52.8,3.783783784,52.74,3.665847666,53.1,4.373464373,0
502,RP,2020/12/21,,RP2020/12/21,0,1,0,None,1,0,1299149,934301,1.390503703,88,69.95,89.05,-1.179112858,114325112,1,87.33,-0.761363636,87.53,-0.534090909,87.68,-0.363636364,87.46,-0.613636364,89.2,1.363636364,0
503,HMSY,2020/12/21,,HMSY2020/12/21,0,1,0,None,1,0,561782,403333,1.392849085,36.54,34,36.55,-0.027359781,20527514.28,1,36.5,-0.109469075,36.58,0.109469075,36.57,0.082101806,36.63,0.246305419,36.75,0.574712644,0
504,NK,2020/12/21,,NK2020/12/21,0,1,0,None,1,0,792177,602583,1.314635494,13.7,14.1,13.014,5.27124635,10852824.9,0,16.02,16.93430657,17.61,28.54014599,17.61,28.54014599,14.395,5.072992701,17.79,29.8540146,0
505,ATEX,2020/12/21,,ATEX2020/12/21,0,1,0,None,1,0,259243,191639,1.352767443,44.61,46.585,33.45,33.3632287,11564830.23,0,43.94,-1.501905402,40.36,-9.527011881,41.09,-7.890607487,37.99,-14.83972204,49.99,12.06007622,1
506,SPWH,2020/12/22,,SPWH2020/12/22,0,2,0,None,1,0,1020632,515695,1.979138832,17.18,18.68,17.315,-0.779670806,17534457.76,0,17.66,2.793946449,17.895,4.161816065,17.92,4.307334109,17.91,4.249126892,17.73,3.201396973,0
507,JG,2020/12/22,,JG2020/12/22,0,2,0,None,1,0,5354212,3943188,1.357838378,5.405,5.43,6.041,-10.52805827,28939515.86,1,4.79,-11.37835338,3.8,-29.6947271,3.93,-27.28954672,3.85,-28.76965772,6.06,12.11840888,0
508,CERS,2020/12/22,,CERS2020/12/22,0,2,0,None,1,0,960867,657727,1.460890309,7.9801,8.02,7.73,3.235446313,7667814.747,0,8.56,7.26682623,8.17,2.379669428,8.07,1.126552299,7.175,-10.088846,8.68,8.770566785,0
509,BV,2020/12/22,,BV2020/12/22,0,2,0,None,1,0,384035,229645,1.672298548,14.12,15.21,14.12,0,5422574.2,0,14.81,4.886685552,14.81,4.886685552,14.91,5.59490085,15.04,6.515580737,14.96,5.949008499,0
510,MTLS,2020/12/22,,MTLS2020/12/22,0,2,0,None,1,0,109656,80640,1.359821429,54.875,55,50.02,9.706117553,6017373,0,58.03,5.749430524,58.79,7.134396355,56.41,2.797266515,49.76,-9.32118451,59.52,8.464692483,0
511,CYCC,2020/12/22,,CYCC2020/12/22,1,2,0,None,1,1,430009,311435,1.380734343,5.2898,4.89,4.6,14.99565217,2274661.608,0,6.4,20.98756097,8.45,59.74138909,8.02,51.61253734,8.18,54.63722636,7.07,33.65344626,0
512,TIGR,2020/12/22,,TIGR2020/12/22,,2,1,1,1,1,2402043,1523948,1.576197482,7.96,7.45,6.3,26.34920635,19120262.28,0,,,6.94,-12.81407035,6.79,-14.69849246,7.29,-8.417085427,,,1
513,CLNE,2020/12/23,,CLNE2020/12/23,0,3,0,None,1,0,4946061,3630042,1.362535475,9.9111,9.5,9.98,-0.690380762,49020905.18,1,8.23,-16.96179032,8.35,-15.75102663,,,8.19,-17.36537821,10.75,8.464247157,0
514,MGNI,2020/12/23,,MGNI2020/12/23,0,3,0,None,1,0,2567194,1875266,1.368975921,30.623,33.28,31.8,-3.701257862,78615181.86,1,31.71,3.549619567,32.5,6.129379878,,,31.3,2.210756621,32.98,7.696829181,0
515,AKTS,2020/12/23,,AKTS2020/12/23,0,3,0,None,1,0,357833,268786,1.331293297,12.4,12.95,12.73,-2.59230165,4437129.2,0,12.49,0.725806452,12.33,-0.564516129,,,12.37,-0.241935484,13.23,6.693548387,0
516,PSTG,2020/12/23,,PSTG2020/12/23,0,3,0,None,1,0,3327586,2176832,1.528637028,23.95,23.82,23.68,1.140202703,79695684.7,1,24.2,1.043841336,23.98,0.12526096,,,22.93,-4.258872651,24.63,2.839248434,0
517,HAE,2020/12/23,,HAE2020/12/23,0,3,0,None,1,0,423384,246600,1.716885645,118.5,120.08,120.19,-1.406106997,50171004,1,117.95,-0.464135021,118.75,0.210970464,,,118.92,0.35443038,120.54,1.721518987,0
518,DMTK,2020/12/23,,DMTK2020/12/23,0,3,0,None,1,0,354022,264741,1.337239037,26.2463,21.26,20.73,26.61022672,9291767.619,0,23.4,-10.84457619,24.8,-5.510491003,,,35.69,35.98107162,27.4196,4.470344391,1
519,DD,2020/12/23,,DD2020/12/23,0,3,0,None,1,0,5488841,3034000,1.809110415,70.51,71.99,70.52,-0.014180374,387018178.9,1,69.18,-1.886257268,69.55,-1.361509006,,,70.3,-0.297830095,71.04,0.75166643,0
520,UPLD,2020/12/23,,UPLD2020/12/23,0,3,0,None,1,0,177873,107115,1.660579751,47.27,51.48,47.05,0.467587673,8408056.71,0,47,-0.571186799,46.63,-1.353924265,,,46.72,-1.163528665,47.72,0.951977999,0
521,NLTX,2020/12/24,,NLTX2020/12/24,0,4,0,None,1,0,208557,159156,1.310393576,13.31,14.32,12.66,5.134281201,2775893.67,0,14.56,9.391435011,,,14.21,6.761833208,14.1,5.935386927,17.95,34.86100676,0
522,FLNT,2020/12/28,,FLNT2020/12/28,0,1,0,None,1,0,334972,256406,1.306412486,6.2501,5.83,5.75,8.697391304,2093608.497,0,5.88,-5.921505256,5.12,-18.0813107,5.67,-9.281451497,5.25,-16.00134398,6.48,3.678341147,0
523,IMMR,2020/12/28,,IMMR2020/12/28,0,1,0,None,1,0,671714,506073,1.327306535,9.83,10.86,9.25,6.27027027,6602948.62,0,9.42,-4.170905392,12.94,31.63784334,11.93,21.36317396,10.75,9.359104781,10.32,4.98474059,0
524,MTSI,2020/12/28,,MTSI2020/12/28,0,1,0,None,1,0,356230,209961,1.696648425,53.49,55.2,54.94,-2.63924281,19054742.7,0,54.72,2.299495233,53,-0.916059076,54.84,2.523836231,55.24,3.271639559,55.65,4.03813797,0
525,NTGR,2020/12/28,,NTGR2020/12/28,0,1,0,None,1,0,272712,209760,1.300114416,38.71,39.88,37.73,2.597402597,10556681.52,0,41.87,8.163265306,40.65,5.011624903,40.91,5.683285973,40.02,3.384138466,41.9388,8.340997158,0
526,RHE,2020/12/28,,RHE2020/12/28,0,1,0,None,1,0,1306159,920254,1.419346181,3.38,2.57,1.68,101.1904762,4414817.42,0,3.14,-7.100591716,3.93,16.27218935,3.26,-3.550295858,3.09,-8.579881657,15.77,366.5680473,1
527,OPBK,2020/12/28,,OPBK2020/12/28,0,1,0,None,0,0,102434,35427,2.891410506,7.58,8,7.52,0.79787234,776449.72,0,7.61,0.395778364,7.63,0.659630607,7.63,0.659630607,7.58,0,7.73,1.978891821,0
528,PSTX,2020/12/28,,PSTX2020/12/28,0,1,0,None,1,0,165754,121058,1.369211452,13.3598,13.81,10.48,27.47900763,2214440.289,0,11.04,-17.3640324,11.47,-14.14542134,11.18,-16.31611252,10.95,-18.03769518,13.98,4.642285064,1
529,MTSL,2020/12/28,,MTSL2020/12/28,1,1,0,None,1,1,967169,478964,2.019293726,1.7501,1.61,1.78,-1.679775281,1692642.467,0,1.45,-17.14759157,1.5,-14.29061197,1.59,-9.148048683,1.7,-2.86269356,2.09,19.42174733,0
530,HRTX,2020/12/28,,HRTX2020/12/28,0,1,0,None,1,0,572227,415619,1.376806643,21.87,23,21.15,3.404255319,12514604.49,0,22.14,1.234567901,20.9,-4.435299497,21.27,-2.743484225,20.72,-5.258344765,22.4,2.423411065,0
531,MSGE,2020/12/28,,MSGE2020/12/28,0,1,0,None,1,0,369920,254599,1.452951504,100.6432,89.0522,89.93,11.91282108,37229932.54,1,94.85,-5.756176274,98.1,-2.526946679,104.68,4.01100124,100.24,-0.400623192,101.49,0.841388191,0
532,HVT,2020/12/28,,HVT2020/12/28,0,1,0,None,1,0,191998,142906,1.343526514,29.0001,31.57,28.54,1.612123336,5567961.2,0,29.58,1.999648277,28.16,-2.896886562,27.82,-4.069296313,27.94,-3.655504636,29.88,3.034127469,0
533,SGH,2020/12/28,,SGH2020/12/28,0,1,0,None,1,0,199215,128564,1.549539529,35.61,36.5999,35.53,0.225161835,7094046.15,0,36.35,2.078067958,36.11,1.404099972,36.57,2.695871946,38.64,8.50884583,36.47,2.415051952,0
534,IMTE,2020/12/29,,IMTE2020/12/29,0,2,0,None,1,0,620193,323033,1.919906016,5.3,5.6491,5.52,-3.985507246,3287022.9,0,4.41,-16.79245283,4.15,-21.69811321,3.9,-26.41509434,3.75,-29.24528302,6.9,30.18867925,0
535,UVSP,2020/12/29,,UVSP2020/12/29,0,2,0,None,1,0,164040,109519,1.497822296,20.4,20.8,20.38,0.098135427,3346416,0,20.34,-0.294117647,20.47,0.343137255,20.58,0.882352941,20.99,2.892156863,20.54,0.68627451,0
536,SCWX,2020/12/29,,SCWX2020/12/29,0,2,0,None,1,0,212061,125679,1.687322464,13.99,15.07,13.94,0.358680057,2966733.39,0,14.03,0.285918513,14.21,1.572551823,14.22,1.644031451,14.16,1.215153681,15.39,10.00714796,0
537,IMMR,2020/12/29,,IMMR2020/12/29,1,2,0,None,1,1,1064981,770887,1.381500791,11.74,10.86,10.88,7.904411765,12502876.94,0,12.94,10.22146508,11.93,1.618398637,11.29,-3.833049404,10.99,-6.388415673,13.67,16.439523,0
538,CBTX,2020/12/29,,CBTX2020/12/29,0,2,0,None,1,0,158987,56062,2.83591381,26.25,27.5698,26.25,0,4173408.75,0,26.315,0.247619048,25.81,-1.676190476,25.51,-2.819047619,25.55,-2.666666667,27.605,5.161904762,0
539,GCI,2020/12/29,,GCI2020/12/29,0,2,0,None,1,1,2649451,1897028,1.396632522,3.7689,3.09,2.77,36.06137184,9985515.874,0,3.19,-15.35991934,2.9,-23.05447213,3.36,-10.84931943,3.19,-15.35991934,3.84,1.88649208,1
540,UNF,2020/12/29,,UNF2020/12/29,0,2,0,None,0,0,113190,82342,1.37463263,207.79,212.97,208.21,-0.201719418,23519750.1,1,208.11,0.154001636,209.71,0.924009818,211.69,1.876894942,210.85,1.472640647,210.69,1.395639829,0
541,AT,2020/12/29,,AT2020/12/29,0,2,0,None,1,0,780802,504558,1.547497017,2.0134,2.15,1.96,2.724489796,1572066.747,0,2.09,3.804509784,2.21,9.764577332,2.1,4.30118208,2.1,4.30118208,2.12,5.294526671,0
542,HIMX,2020/12/30,,HIMX2020/12/30,0,3,0,None,1,0,1529468,1163991,1.313986105,7.545,7.47,6.8,10.95588235,11539836.06,0,8.16,8.151093439,7.39,-2.054340623,,,7.32,-2.982107356,8.3,10.00662691,0
543,GHSI,2020/12/30,,GHSI2020/12/30,0,3,0,None,1,0,22958337,10409396,2.205539783,0.5674,0.628,0.3885,46.04890605,13026560.41,0,0.588,3.6305957,0.415,-26.85935848,,,0.6592,16.17906239,0.64,12.7952062,1
544,SEAC,2020/12/30,,SEAC2020/12/30,0,3,0,None,1,0,389265,237960,1.635842158,1.3699,1.45,1.1,24.53636364,533254.1235,0,1.39,1.467260384,1.4,2.197240675,,,1.18,-13.86232572,1.44,5.117161837,1
545,AIKI,2020/12/31,,AIKI2020/12/31,0,4,0,None,1,0,13654646,4984011,2.739690181,1.205,1.33,1.02,18.1372549,16453848.43,0,0.8735,-27.51037344,,,0.8652,-28.19917012,1.11,-7.883817427,1.26,4.564315353,1
546,IPI,2020/12/31,,IPI2020/12/31,0,4,0,None,1,0,114603,87978,1.302632476,22.04,18.52,18.94,16.36747624,2525850.12,0,24.15,9.573502722,,,23.3,5.716878403,26.29,19.2831216,28.23,28.08529946,1
547,NFBK,2020/12/31,,NFBK2020/12/31,0,4,0,None,1,0,175854,132499,1.327210017,12.26,12.89,13.01,-5.764796311,2155970.04,0,12.33,0.57096248,,,12.22,-0.326264274,13.41,9.380097879,13.01,6.117455139,0
548,ORBC,2020/12/31,,ORBC2020/12/31,0,4,0,None,1,0,1502784,377275,3.983258896,7.7499,8,6.93,11.83116883,11646425.72,0,7.42,-4.25682912,,,6.85,-11.61176273,7.68,-0.901947122,8,3.227138415,0
549,LXU,2020/12/31,,LXU2020/12/31,,4,1,1,1,0,374354,268738,1.393007316,3.4,3.09,2.54,33.85826772,1272803.6,0,,,,,3.28,-3.529411765,3.69,8.529411765,,,1
550,FNF,2020/12/31,,FNF2020/12/31,,4,1,1,1,0,1124709,735470,1.529238446,39.09,39.92,38.77,0.825380449,43964874.81,1,,,,,38.4,-1.765157329,38.93,-0.409311844,,,0
551,MGLN,2021/1/4,,MGLN2021/01/04,1,1,0,None,1,1,93379,68863,1.356011211,93,87.52,92.95,0.053792361,8684247,0,93.64,0.688172043,93.57,0.612903226,94.98,2.129032258,94.41,1.516129032,94.23,1.322580645,0
552,BPYU,2021/1/4,,BPYU2021/01/04,0,1,0,None,1,0,587322,380141,1.54501093,16.975,18.07,16.92,0.325059102,9969790.95,0,17.69,4.212076583,17.15,1.030927835,17.27,1.737849779,16.78,-1.148748159,17.69,4.212076583,0
553,NCTY,2021/1/4,,NCTY2021/01/04,1,1,0,None,1,1,6317254,4760990,1.326878233,6.475,4.7,5.71,13.39754816,40904219.65,1,6.62,2.239382239,8.56,32.2007722,14.89,129.96139,12.45,92.27799228,8.1,25.0965251,0
554,ACLS,2021/1/4,,ACLS2021/01/04,0,1,0,None,1,0,193707,122049,1.587124843,29.97,30.23,29.39,1.973460361,5805398.79,0,28.6,-4.571237905,29.41,-1.868535202,29.92,-0.1668335,30.77,2.669336003,30.39,1.401401401,0
555,USO,2021/1/4,,USO2021/01/04,0,1,0,None,1,0,2774037,1866797,1.485987496,32.58,33.67,33,-1.272727273,90378125.46,1,32.38,-0.613873542,33.94,4.174340086,34.11,4.696132597,35.26,8.225905463,33.29,2.179251074,0
556,SUM,2021/1/4,,SUM2021/01/04,0,1,0,None,1,0,1066201,794243,1.342411579,20.205,21.21,20.23,-0.123578843,21542591.21,1,20.42,1.064093046,20.82,3.043801039,23.5,16.30784459,24.22,19.87131898,20.95,3.687206137,0
557,VRAY,2021/1/4,,VRAY2021/01/04,0,1,0,None,1,1,1444904,972309,1.48605433,6.17,5.19,4.1,50.48780488,8915057.68,0,6.41,3.889789303,6.455,4.619124797,7.25,17.50405186,5.41,-12.31766613,6.95,12.64181524,1
558,ZOM,2021/1/5,,ZOM2021/01/05,0,2,0,None,1,0,53266033,40196849,1.325129564,0.54,0.48,0.471,14.64968153,28763657.82,1,0.439,-18.7037037,0.41,-24.07407407,0.4,-25.92592593,1.3,140.7407407,0.59,9.259259259,0
559,ZSAN,2021/1/5,,ZSAN2021/01/05,0,2,0,None,1,1,6599676,4878562,1.352791253,0.912499,0.7882,0.82,11.28036585,6022197.75,0,0.8051,-11.76976632,0.7913,-13.28209675,0.7799,-14.53141319,0.9158,0.361753821,1.05,15.06861925,0
560,BPFH,2021/1/5,,BPFH2021/01/05,0,2,0,None,1,0,748324,562344,1.330722832,11.01,10.99,10.81,1.85013876,8239047.24,0,11.4,3.542234332,11.77,6.902815622,12.08,9.718437784,12.45,13.07901907,11.47,4.178019982,0
561,FSTR,2021/1/5,,FSTR2021/01/05,0,2,0,None,1,0,70000,26333,2.658261497,14.8,16.08,14.75,0.338983051,1036000,0,14.86,0.405405405,15.54,5,16,8.108108108,16.03,8.310810811,15.2736,3.2,0
562,GRTS,2021/1/5,,GRTS2021/01/05,0,2,0,None,1,0,496130,360968,1.374443164,5.585,5.14,4.875,14.56410256,2770886.05,0,5.55,-0.626678603,5.13,-8.146821844,5.29,-5.282005372,5.86,4.923903312,5.85,4.744852283,0
563,SMTC,2021/1/5,,SMTC2021/01/05,0,2,0,None,1,0,324207,196673,1.648457084,72.27,74.325,70.705,2.213421965,23430439.89,1,72.29,0.027674,73.52,1.729625017,74.65,3.293206033,75.09,3.902034039,72.63,0.498132005,0
564,HEES,2021/1/5,,HEES2021/01/05,0,2,0,None,0,0,112435,83914,1.33988369,29.71,30.63,29.135,1.973571306,3340443.85,0,29.49,-0.740491417,32.06,7.909794682,32.45,9.222484012,32.48,9.323460114,30.17,1.548300236,0
565,HTBK,2021/1/5,,HTBK2021/01/05,0,2,0,None,0,0,766794,155566,4.929059049,8.88,9.41,8.92,-0.448430493,6809130.72,0,9.02,1.576576577,9.73,9.572072072,9.75,9.797297297,9.84,10.81081081,9.12,2.702702703,0
566,ABEV,2021/1/5,,ABEV2021/01/05,0,2,0,None,1,0,25864226,11491487,2.250729257,3.045,3.3,2.905,4.819277108,78756568.17,1,3.06,0.492610837,3.07,0.821018062,2.99,-1.806239737,3.19,4.761904762,3.06,0.492610837,0
567,BBI,2021/1/5,,BBI2021/01/05,0,2,0,None,1,1,2493467,1675757,1.487964544,1.1797,1.12,0.845,39.60946746,2941543.02,0,1.22,3.416122743,1.08,-8.451301178,1.07,-9.298974316,1.12,-5.060608629,1.25,5.959142155,1
568,HLIO,2021/1/5,,HLIO2021/01/05,0,2,0,None,1,0,95706,73376,1.304322939,54.225,54.2,52.52,3.246382331,5189657.85,0,53.56,-1.2263716,57.39,5.836791148,58.29,7.496542185,59.52,9.764868603,54.39,0.30428769,0
569,NATR,2021/1/5,,NATR2021/01/05,,2,1,1,1,0,49901,26115,1.910817538,15.05,15.21,15.03,0.133067199,751010.05,0,,,16.51,9.700996678,15.98,6.179401993,15.25,1.328903654,,,0
570,CHNG,2021/1/6,,CHNG2021/01/06,1,3,0,None,1,1,4371564,1505330,2.904056918,24.14,19.2,24.06,0.332502078,105529555,1,23.72,-1.73985087,23.915,-0.932062966,24.14,0,23.91,-0.952775476,24.21,0.289975145,0
571,AIKI,2021/1/6,,AIKI2021/01/06,0,3,0,None,1,0,20662119,13321558,1.551028716,1.3712,1.44,1.44,-4.777777778,28331897.57,1,1.04,-24.15402567,1.11,-19.04900817,1.1,-19.77829638,1.12,-18.31971995,1.75,27.62543757,0
572,ARE,2021/1/6,,ARE2021/01/06,0,3,0,None,0,0,561325,409132,1.371989969,163.085,179.79,164.44,-0.824008757,91543687.63,1,163.25,0.101174234,165.34,1.382714535,165.91,1.732225527,168.9,3.565625287,164.92,1.125180121,0
573,MAS,2021/1/6,,MAS2021/01/06,0,3,0,None,0,0,1493417,875695,1.705407705,54.37,60.11,52.805,2.963734495,81197082.29,1,55.2,1.526577157,55.04,1.232297223,54.16,-0.386242413,56.06,3.108331801,55.75,2.538164429,0
574,GHSI,2021/1/6,,GHSI2021/01/06,0,3,0,None,1,0,28039131,21346079,1.313549481,0.9786,0.869,0.8001,22.30971129,27439093.6,1,0.6592,-32.63846311,0.7,-28.46924177,0.7336,-25.03576538,0.633,-35.3157572,1.04,6.274269364,1
575,WWD,2021/1/6,,WWD2021/01/06,0,3,0,None,1,0,133728,95405,1.401687543,124.23,123.57,122.71,1.238692853,16613029.44,0,127.12,2.326330194,124.85,0.499074298,125,0.619818079,124.33,0.080495854,127.91,2.962247444,0
576,GNL,2021/1/6,,GNL2021/01/06,0,3,0,None,1,0,784680,506574,1.548993829,17.135,17.92,17.42,-1.636050517,13445491.8,0,17.04,-0.554420776,17.11,-0.145900204,16.67,-2.713743799,16.95,-1.079661512,17.42,1.663262329,0
577,MYGN,2021/1/6,,MYGN2021/01/06,0,3,0,None,1,0,931770,249468,3.73502814,23.4,22,21.75,7.586206897,21803418,1,23,-1.709401709,23.88,2.051282051,24.18,3.333333333,24.82,6.068376068,23.8699,2.008119658,0
578,INDB,2021/1/6,,INDB2021/01/06,1,3,0,None,1,1,109415,76704,1.426457551,77.61,77.45,75.4,2.931034483,8491698.15,0,78.81,1.546192501,80.62,3.87836619,77.07,-0.695786625,78.45,1.082334751,81.805,5.405231285,0
579,TYME,2021/1/6,,TYME2021/01/06,0,3,0,None,1,0,597898,410156,1.457733155,1.5,1.5,1.34,11.94029851,896847,0,1.46,-2.666666667,1.47,-2,1.5,0,2.04,36,1.53,2,0
580,SWBI,2021/1/6,,SWBI2021/01/06,,3,1,1,1,0,1127314,860532,1.310019848,22.59,19.17,19.44,16.2037037,25466023.26,1,,,21.025,-6.927844179,19.27,-14.69676848,20.68,-8.455068614,,,1
581,HTLD,2021/1/6,,HTLD2021/01/06,,3,1,1,1,0,432690,317706,1.36191951,18.95,20.4,18.45,2.7100271,8199475.5,0,,,19.17,1.160949868,18.92,-0.158311346,18.49,-2.427440633,,,0
582,JRVR,2021/1/6,,JRVR2021/01/06,,3,1,1,1,0,116952,68891,1.697638298,54.48,57.41,51.12,6.572769953,6371544.96,0,,,54.7,0.403817915,54.1,-0.697503671,50.355,-7.571585903,,,0
583,RCKY,2021/1/6,,RCKY2021/01/06,,3,1,1,1,0,45443,31733,1.432042353,30.24,32.74,28.68,5.439330544,1374196.32,0,,,31.05,2.678571429,30.65,1.355820106,31.73,4.927248677,,,0
584,ROCK,2021/1/6,,ROCK2021/01/06,,3,1,1,1,0,118491,77845,1.52214015,92.23,82.28,83.83,10.02027914,10928424.93,0,,,94.92,2.91662149,92.05,-0.195164263,94.59,2.55882034,,,0
585,AVT,2021/1/6,,AVT2021/01/06,,3,1,1,1,0,382731,264480,1.447107532,37.15,36.48,36.225,2.553485162,14218456.65,0,,,37.92,2.072678331,37.96,2.180349933,38.01,2.314939435,,,0
586,AIMC,2021/1/6,,AIMC2021/01/06,,3,1,1,1,0,198894,150760,1.31927567,63.62,60.5,60.44,5.261416281,12653636.28,0,,,65.43,2.84501729,64.36,1.16315624,62.52,-1.729016033,,,0
587,CME,2021/1/6,,CME2021/01/06,,3,1,1,1,0,715762,488643,1.464795362,193.38,187,182.01,6.24690951,138414055.6,1,,,198.81,2.80794291,199.68,3.257834316,197.95,2.36322267,,,0
588,ACIA,2021/1/8,,ACIA2021/01/08,0,5,0,None,1,0,1895883,554616,3.418370548,77.9,73.75,77.455,0.574527145,147689285.7,1,79.6,2.182284981,82.09,5.378690629,85.23,9.409499358,114.37,46.81643132,86,10.39794608,0
589,CMRX,2021/1/8,,CMRX2021/01/08,1,5,0,None,1,1,693250,458991,1.510378199,7.01,5.5599,6.61,6.051437216,4859682.5,0,8.42,20.11412268,8.81,25.67760342,8.21,17.11840228,7.94,13.26676177,9.36,33.5235378,0
590,RGNX,2021/1/8,,RGNX2021/01/08,0,5,0,None,0,0,214676,127352,1.685690056,46.89,50.75,47.88,-2.067669173,10066157.64,0,46.96,0.149285562,48.13,2.644487097,48.74,3.945404137,48.34,3.092343783,48.88,4.243975261,0
591,AXGN,2021/1/8,,AXGN2021/01/08,0,5,0,None,1,0,115345,86608,1.331805376,20.54,19.63,19.97,2.854281422,2369186.3,0,19.52,-4.965920156,19.57,-4.722492697,20.085,-2.215189873,18.74,-8.76338851,20.83,1.41187926,0
592,CNET,2021/1/8,,CNET2021/01/08,0,5,0,None,1,0,19469828,11405259,1.707092141,3.55,3.6,2.71,30.99630996,69117889.4,1,3.09,-12.95774648,2.52,-29.01408451,2.42,-31.83098592,2.53,-28.73239437,4.75,33.8028169,1
593,CATM,2021/1/8,,CATM2021/01/08,0,5,0,None,1,0,522277,396484,1.317271315,40.86,40.5,40.71,0.368459838,21340238.22,1,41.08,0.538423886,40.59,-0.660792952,40.77,-0.220264317,40.71,-0.367107195,42.09,3.010279001,0
594,NBIX,2021/1/8,,NBIX2021/01/08,1,5,0,None,1,1,476800,356686,1.336749971,110.055,109,104,5.822115385,52474224,1,112.07,1.83090273,110.3,0.222615965,112.32,2.058061878,107.69,-2.148925537,113.22,2.87583481,0
595,PTE,2021/1/8,,PTE2021/01/08,0,5,0,None,1,1,5976154,3738133,1.598700207,1.231,1.23,1,23.1,7356645.574,0,1.32,7.229894395,1.25,1.543460601,1.11,-9.829406986,1.08,-12.26645004,1.5,21.85215272,1
596,PRMW,2021/1/8,,PRMW2021/01/08,0,5,0,None,0,0,1472997,911950,1.615216843,16.09,16.55,16.12,-0.186104218,23700521.73,1,16.08,-0.062150404,15.93,-0.994406464,16.25,0.994406464,16.3,1.305158484,16.28,1.180857676,0
