,symbol,date,time,symbol_date,order,weekday,after_3_pm,high_current_or_close_check,nine_days_close_check,if_exceed_previous_high,moving_volume,previous_volume_max,volume_ratio,entry_price,previous_high,open_price,open_ratio,amount,if_larger_20m,close,close_ratio,next_1_day_close,next_1_day_close_ratio,next_2_days_close,next_2_days_close_ratio,next_1_week_close,next_1_week_close_ratio,same_day_high,same_day_high_ratio,if_current_to_open_too_high
217,MCHP,2020/11/20,,MCHP2020/11/20,0,5,0,,1,0,648995,467113,1.389374734,132.4,131.65,129.88,1.940252541,85926938,1,130.98,-1.072507553,131.62,-0.589123867,133.56,0.876132931,133.01,0.460725076,135.29,2.182779456,0
218,FL,2020/11/20,,FL2020/11/20,0,5,0,,1,0,1842176,1416630,1.300393187,40.18,42.25,41.565,-3.332130398,74018631.68,1,39.28,-2.239920358,38.26,-4.778496765,38.93,-3.111000498,38.13,-5.102040816,42,4.529616725,0
219,STKS,2020/11/20,,STKS2020/11/20,0,5,0,,1,0,472987,337374,1.401966364,3.175,3.3395,3.2,-0.78125,1501733.725,0,3.08,-2.992125984,3.23,1.732283465,3.28,3.307086614,3.21,1.102362205,3.29,3.622047244,0
220,WOW,2020/11/20,,WOW2020/11/20,0,5,0,,1,0,1677236,510940,3.282647669,7.18,7.44,7.11,0.984528833,12042554.48,0,7.26,1.114206128,7.64,6.406685237,8.21,14.3454039,8.14,13.37047354,7.27,1.253481894,0
221,LEE,2020/11/20,,LEE2020/11/20,0,5,0,,1,0,446862,232744,1.919972158,1,1.1,0.9655,3.573278094,446862,0,0.9757,-2.43,0.9975,-0.25,1.02,2,0.9999,-0.01,1.01,1,0
222,MSI,2020/11/20,,MSI2020/11/20,0,5,0,,0,0,1068560,477244,2.239022387,167.42,176.92,169.26,-1.087084958,178898315.2,1,167.3,-0.071676024,169.38,1.170708398,171.87,2.657985904,173.46,3.607693227,170.58,1.887468642,0
223,SNR,2020/11/20,,SNR2020/11/20,0,5,0,,1,0,1957904,579071,3.381112161,5.2485,5.32,5.18,1.322393822,10276059.14,0,5.2,-0.924073545,5.45,3.83919215,5.88,12.03200915,5.6,6.697151567,5.29,0.790702105,0
224,JOE,2020/11/20,,JOE2020/11/20,0,5,0,,1,0,571392,207456,2.754280426,31.56,33.77,31.375,0.589641434,18033131.52,0,31.63,0.221799747,32.92,4.309252218,32.7,3.6121673,33.12,4.942965779,31.75,0.602027883,0
225,KHC,2020/11/20,,KHC2020/11/20,,5,1,1,1,0,2389886,1774497,1.346796303,32.27,35.17,31.83,1.382343701,77121621.22,1,,,32.6,1.02262163,33.83,4.834211342,32.94,2.076231794,,,0
226,KMPR,2020/11/20,,KMPR2020/11/20,,5,1,1,1,0,167724,128464,1.30561091,73.85,79.33,71.84,2.797884187,12386417.4,0,,,76.01,2.924847664,77.81,5.362220718,74.95,1.489505755,,,0
227,CBSH,2020/11/20,,CBSH2020/11/20,,5,1,1,1,0,229308,121190,1.892136315,68.71,71.49,68.1,0.895741557,15755752.68,0,,,68.13,-0.844127492,69.75,1.513607917,65.96,-4.002328628,,,0
